,airline_sentiment,name,text,tweet_created,tweet_location,user_timezone,hashtags,tags
9510,negative,TheRealChrisCin,usairways im sure people working hard systems assist ivr prompting offering call backs hold wait times,23/02/15 8:35,"Richmond, VA",Central Time (US & Canada),[],['usairways']
9511,negative,StevenS_CG,usairways thanks subpar travel experience even yet stepitup,23/02/15 8:33,"Carlsbad, CA",,['stepitup'],['usairways']
9512,positive,steve_muns,usairways fyi customer service rep carol absolute delight pleasant rebooked lightning speed thanks,23/02/15 8:32,"Washington, DC",Eastern Time (US & Canada),[],['usairways']
9513,negative,hannah_rose22,usairways struggling hold 25 minutes kicked back start said couldnt handle amount calls,23/02/15 8:28,Colorado ,Mountain Time (US & Canada),[],['usairways']
9514,negative,Andyba25,usairways call,23/02/15 8:27,South,,[],['usairways']
9515,negative,_Leycar,usairways told call back late flightr,23/02/15 8:24,,Eastern Time (US & Canada),[],['usairways']
9516,negative,dan3598328,usairways cancelled flighting us airways credit card choosing airlines experience week,23/02/15 8:22,"Hillsborough, New Jersey",Eastern Time (US & Canada),[],['usairways']
9517,neutral,The_BlueAnchor,usairways thank says website,23/02/15 8:22,"Dallas, TX",Central Time (US & Canada),[],['usairways']
9518,negative,EmilyRadtke_99,usairways cant make airport roads bad dfw one answering phones website downhow reschedule,23/02/15 8:19,go central ,,[],['usairways']
9519,negative,fcutitta,usairways pilot pleads let boarding begin full flight 1937 waiting 4th flight attendant denied mission control grrrr,23/02/15 8:19,"Wayland, MA USA",Eastern Time (US & Canada),['1937'],['usairways']
9520,negative,ChrisClark09,usairways website isnt working cant talk any1 phone check flight status dfw roads awful cant get,23/02/15 8:18,Mentor/Columbus,Eastern Time (US & Canada),[],['usairways']
9521,negative,eozonian,usairways rebooked tuesday arriving late flight tuesday start class cancelled flightled trip,23/02/15 8:18,TLH,,[],['usairways']
9522,negative,steve_muns,usairways flight going cancelled flightled every week might well business class,23/02/15 8:17,"Washington, DC",Eastern Time (US & Canada),[],['usairways']
9523,negative,steve_muns,usairways 2102 dcabos cancelled flightled making us wait hour fly usair every week upgrade status proactively,23/02/15 8:16,"Washington, DC",Eastern Time (US & Canada),[],['usairways']
9524,positive,AraeB,usairways dominick l la guardia airport nyc gives absolute best customer service thanku checking made easy,23/02/15 8:12,east coast,,[],['usairways']
9525,negative,tannapistolis,usairways congrats treating customers worst way possible know plenty ppl horrible experience w,23/02/15 8:11,,Eastern Time (US & Canada),[],['usairways']
9526,negative,K31RRY,usairways going manchester uk im going miss wedding going rebook chosen cancelled flight flight,23/02/15 8:07,Sheffield,,[],['usairways']
9527,negative,CatieKriewald,usairways dm take offline would love info location lost bags help appreciated,23/02/15 8:07,"Stillwater, MN",Central Time (US & Canada),[],['usairways']
9528,negative,CatieKriewald,usairways thanx isnt first rodeo done done yesterday results comm unless u count status bags lost claim filed,23/02/15 8:04,"Stillwater, MN",Central Time (US & Canada),[],['usairways']
9529,negative,acnewsguy,usairways acnewsguy give us air philly talk real person acarl4hotmailcom,23/02/15 8:03,"New Haven, CT",Mountain Time (US & Canada),[''],"['usairways', 'acnewsguy']"
9530,negative,ThisGuyShaun,usairways would nice offered flight credit especially since im staring empty overhead room,23/02/15 8:03,,,[],['usairways']
9531,negative,steve_muns,usairways power outlets seat youre gon na keep us siting forever,23/02/15 8:02,"Washington, DC",Eastern Time (US & Canada),[],['usairways']
9532,negative,BriRose16,usairways would appreciate call regarding horrible experience gate agent hold 39 min hung,23/02/15 8:00,"Baltimore, MD ",,[],['usairways']
9533,neutral,MustSeeItAll_,usairways understand im attempting change information identical tells call,23/02/15 7:57,NYC // LI ,,[''],['usairways']
9534,negative,Tasil2005,usairways going flight 1826 phl phx 10 mins estimated departure nobody board update,23/02/15 7:56,,,[],['usairways']
9535,negative,_Leycar,usairways bag still missing,23/02/15 7:54,,Eastern Time (US & Canada),[],['usairways']
9536,negative,ConstanceSCHERE,usairways seriously doubt still sitting inside gate,23/02/15 7:52,"Boston, MA",Atlantic Time (Canada),[],['usairways']
9537,negative,dan3598328,usairways customer service dead last wk flts delayedcancelled flighted bags lost 4 days last nt flt delayedcancelled flighted meal voucher,23/02/15 7:50,"Hillsborough, New Jersey",Eastern Time (US & Canada),[],['usairways']
9538,negative,TheRealChrisCin,usairways flight us1562 ric2dfw cancelled flightled yesterday hold w cust service 610pm est4 hours answer,23/02/15 7:48,"Richmond, VA",Central Time (US & Canada),[],['usairways']
9539,neutral,MeeestarCoke,usairways americanair taking dont private jet bora bora time land im calling oprah,23/02/15 7:42,BK,,[],"['usairways', 'americanair']"
9540,negative,MeeestarCoke,usairways americanair call number listed sure next friday get real live person line,23/02/15 7:40,BK,,[],"['usairways', 'americanair']"
9541,negative,eozonian,usairways thanks cancelled flighting flight 5097 today missing required training happy customer,23/02/15 7:38,TLH,,[],['usairways']
9542,negative,sydlisterney,usairways strike three guys suck,23/02/15 7:38,babynole'18,Quito,[],['usairways']
9543,negative,jamescav25,usairways 2 days row buying suggest review policy w respect unaccompanied minors seat sun,23/02/15 7:38,"Des Moines, IA",,[],['usairways']
9544,negative,MeeestarCoke,usairways americanair ok app doesnt seem working use mobile site,23/02/15 7:37,BK,,[],"['usairways', 'americanair']"
9545,negative,adamrdodd,usairways wife flew italy recently bought tickets via finnair flights operated usair didnt get dividend miles credited,23/02/15 7:36,"Newark, DE",,[],['usairways']
9546,negative,ezemanalyst,usairways 8 hour delay phomia airline bad getting worse foolish american merge treat customers like crap,23/02/15 7:35,,,[],['usairways']
9547,negative,MeeestarCoke,usairways americanair 28 hours late flightr still email work supervisor needs documentation approve last minute vacation day request,23/02/15 7:35,BK,,[],"['usairways', 'americanair']"
9548,negative,MeeestarCoke,usairways americanair 3 hours hold got rebooked new flight yesterday asked new itineraryconfirmation email sent,23/02/15 7:34,BK,,[],"['usairways', 'americanair']"
9549,negative,Allmyvacations,usairways heres sitting hold 4 hrs flight cancelled flighted disconnect twice fend4urself stranded diverted,23/02/15 7:32,Stafford VA,,"['fend4urself', 'stranded', 'diverted']",['usairways']
9550,negative,K31RRY,usairways cancelled flights flight tampa philadelphia today due runway conditions yet tonnes usairways flights landing today explain,23/02/15 7:31,Sheffield,,[],['usairways']
9551,negative,bdaneu,usairways phone system working bumped 3 times need get mco,23/02/15 7:27,,Eastern Time (US & Canada),[],['usairways']
9552,negative,_Leycar,usairways flight plans delayed tuesday due computer crash,23/02/15 7:26,,Eastern Time (US & Canada),[],['usairways']
9553,negative,ConstanceSCHERE,usairways 4914 phl bgm believe happened 2x two weeks,23/02/15 7:23,"Boston, MA",Atlantic Time (Canada),[],['usairways']
9554,negative,MeeestarCoke,usairways americanair maam doors close 10 mins prior departure 20 mins laughter 2 agents,23/02/15 7:22,BK,,[],"['usairways', 'americanair']"
9555,negative,MeeestarCoke,usairways americanair 905am plane left agents doors closed early,23/02/15 7:21,BK,,[],"['usairways', 'americanair']"
9556,negative,Isqrdisnegativ1,usairways called 25 times redeem mile points cant get advertise miles make hard use,23/02/15 7:20,,,[],['usairways']
9557,negative,MeeestarCoke,usairways americanair arriving 841am flight scheduled depart 857am doors closed agents,23/02/15 7:19,BK,,[],"['usairways', 'americanair']"
9558,negative,bcruz1028,usairways need speak live person ive recordings told sat wed luggage yest,23/02/15 7:17,,,[],['usairways']
9559,positive,miscgal,usairways thanks information,23/02/15 7:15,,Tehran,[],['usairways']
9560,neutral,NathanOKIE,usairways americanair need move reservation due weather middle part us would like change departing airport,23/02/15 7:07,,Hawaii,[],"['usairways', 'americanair']"
9561,positive,FitzFrancis,usairways couldnt thankful orf dca crews ground air today help sick kid lost bag,23/02/15 7:02,,,"['orf', 'dca']",['usairways']
9562,negative,tjmurphy24_law,usairways thx delayed checkin noon flt mia forcing take late flightr flts delayed cincy miami 13 hrs fast,23/02/15 7:02,Terrace Park OH,,['fast'],['usairways']
9563,negative,MustSeeItAll_,usairways getting extremely frustrated w phoneonline service merging frequent flyer miles,23/02/15 7:00,NYC // LI ,,[],['usairways']
9564,negative,jamescav25,usairways already spent 60 mins today handling minor child shame treating 15 year old girl like,23/02/15 6:58,"Des Moines, IA",,[],['usairways']
9565,neutral,NathanOKIE,usairways americanair someone help travel issues today,23/02/15 6:55,,Hawaii,[],"['usairways', 'americanair']"
9566,negative,ConstanceSCHERE,usairways first pilot late flight maintenance exactly happened two weeks ago unacceptable,23/02/15 6:55,"Boston, MA",Atlantic Time (Canada),[],['usairways']
9567,neutral,LarrySandeen,usairways nothing usair cc point email stated would charged thanks reply,23/02/15 6:50,Southeastern Pennsylvania USA,,[],['usairways']
9568,negative,ashwatson3,usairways never fly us airways american share nightmare story many others know fly,23/02/15 6:46,,,[],['usairways']
9569,negative,ashwatson3,usairways never treated poorly airline life military family alot flying,23/02/15 6:45,,,[],['usairways']
9570,negative,LarrySandeen,usairways americanair burned lot time cell minutes working flight issue hopefully fly home morning,23/02/15 6:44,Southeastern Pennsylvania USA,,[],"['usairways', 'americanair']"
9571,negative,ashwatson3,usairways would rather plane get exposed nasty contagious virus work wth get flight changed late flightr date,23/02/15 6:44,,,[],['usairways']
9572,neutral,heatherjpitcher,usairways americanair weight restrictions carry luggage find measurements weight restrictions tia,23/02/15 6:44,,Quito,[],"['usairways', 'americanair']"
9573,negative,ashwatson3,usairways worked bought rental car failed get location paid get,23/02/15 6:43,,,[],['usairways']
9574,negative,AFord1358,usairways ive hold 30 minutes counting unacceptable,23/02/15 6:43,,Central Time (US & Canada),['unacceptable'],['usairways']
9575,negative,LarrySandeen,usairways discovered flight cancelled flightled yesterday 330pm americanairlnes finally notified us flight cancelled flighted 0316,23/02/15 6:42,Southeastern Pennsylvania USA,,[],"['usairways', 'americanairlnes']"
9576,negative,ashwatson3,usairways appalled departure messed return supposed fly alone two sick kids,23/02/15 6:42,,,[],['usairways']
9577,negative,bcruz1028,usairways tweet day get live cust rep make sure world knows dont care customers health,23/02/15 6:42,,,[],['usairways']
9578,positive,jcsolomons,usairways thank,23/02/15 6:39,"Boston, MA",Quito,[],['usairways']
9579,neutral,DonIrvine,usairways 4473 called say runway clearing problem things,23/02/15 6:34,Washington DC,Eastern Time (US & Canada),[],['usairways']
9580,negative,ConstanceSCHERE,usairways decided good sport give guys another shot flight delayed,23/02/15 6:30,"Boston, MA",Atlantic Time (Canada),[],['usairways']
9581,negative,MeeestarCoke,usairways americanair hold 8 hours yesterday wo speaking agent hold w 2 phones 30 mins let bashing begin,23/02/15 6:28,BK,,[],"['usairways', 'americanair']"
9582,neutral,The_BlueAnchor,usairways flights dfw cancelled flightled today,23/02/15 6:27,"Dallas, TX",Central Time (US & Canada),[],['usairways']
9583,neutral,ttorabisu,usairways add ktn existing reservation,23/02/15 6:26,ATL | DTW | NRT,,[],['usairways']
9584,negative,macaliciousmac,usairways please fix unproductive check process dca 20 check stations 2 people working total mess,23/02/15 6:25,earth for now,Eastern Time (US & Canada),[],"['usairways', 'dca.']"
9585,negative,jcsolomons,usairways,23/02/15 6:21,"Boston, MA",Quito,[],['usairways']
9586,neutral,BSmithwood,usairways im supposed fly dallas help get new itinerary,23/02/15 6:15,"Boston, MA",,[],['usairways']
9587,positive,JOHN_TURNER_JR,usairways clt baggage crew deserves kudos run make connection bags still made customerservice,23/02/15 6:13,"Mobile, Alabama, US",Central Time (US & Canada),"['kudos.', 'customerservice']",['usairways']
9588,positive,jsilver76,usairways thanks,23/02/15 6:10,,Eastern Time (US & Canada),[],['usairways']
9589,negative,JKlein126,usairways denied mom flight needed breast pumping parts full flight please fix asap freeflight,23/02/15 6:04,,,['freeflight'],['usairways']
9590,negative,StephanSDalal,usairways relied us airways mistake awful customer experience,23/02/15 5:51,,,[],['usairways:']
9591,negative,jcsolomons,usairways thank website crashing,23/02/15 5:50,"Boston, MA",Quito,[],['usairways']
9592,negative,XtianinNYC,usairways hold 2hrs flight cancelled flightled anthony beyond rude helpful americanair theyre weighing,23/02/15 5:40,,Eastern Time (US & Canada),[],"['usairways.', 'americanair']"
9593,negative,corybronze,usairways nightmare ever end found flight today delayed due ground handling delays affecting prior flight,23/02/15 5:32,,,[],['usairways']
